-1.5619707,-0.5476383,2.1067355,0.8645408,-3.7999337,2.8517008,-2.9903936,-0.40921807,0.7408553,-0.98215634
-3.0150857,1.5232955,-0.06859672,4.3635774,-0.409111,-1.8433236,-2.1158438,-2.1431022,2.4545085,-2.4343889
0.638768,2.1634083,-0.25713906,0.8364109,-2.5662274,-0.23433025,1.1571524,1.4949223,0.50939715,-1.1053687
-1.5986408,0.09899062,-1.2224303,-2.8072596,2.9088502,-0.46231687,-0.048834004,0.24641788,-0.983226,-1.9940603
-2.2796493,-2.318068,0.8611759,0.64573365,-0.36780918,3.0396388,2.104813,4.012888,-1.1418303,0.52262676
-0.15978386,0.053585537,-0.186919,0.34530973,-0.5767707,-3.3406205,-3.7961175,-0.24671787,0.024482468,0.68767744
-0.51699406,-1.1241437,-2.11913,-0.26878065,1.2243088,-2.323789,1.5265906,0.6580884,0.10694876,2.0224614
0.03570561,-1.1604155,3.155807,0.26764095,-2.3947103,-1.3448856,-0.82855165,-0.61606604,-2.2959528,-0.41044483
1.435677,-0.5418222,0.26102766,3.4295845,-1.9556646,0.30003265,-0.8836256,2.0123053,1.6757536,5.4928355
0.82600176,-2.42681,1.5730405,-2.2743726,3.1664364,-3.02084,-2.2878351,1.6371089,0.7748283,-1.2744198
-1.0914568,-0.9428993,0.17922473,-0.5082341,-3.4534013,-1.8684868,1.1521735,-1.9860288,-0.89185244,-2.7793157
3.7661083,-2.01022,-1.1055558,2.9847298,-2.3014534,0.24073577,-0.43889675,2.5611722,-1.9811803,-1.0055978
-0.3621163,-0.20733583,-1.7781265,0.7348,-0.31912217,0.18463139,-0.33946827,2.3080478,-1.4144152,-1.8771702
-2.1789646,-1.6344208,0.9792981,0.48775256,-3.9542532,-0.99047905,1.719439,3.3752697,0.724023,-0.8984796
1.0813031,1.0923119,-1.2959559,3.558261,0.81445783,2.2957177,-0.08698014,2.557996,2.1818779,0.25573888
-1.1268686,-0.66307867,0.5520058,1.3400195,-0.1620617,1.0068119,1.2429217,-0.23518004,0.42094627,-0.5074677
